"company_name","cat_id","cat_name","entity","records","state","org_id","date","source","type"
"Anne M. Cummings, M.D. F.A.C.P",29,"Researcher","MED",0,"California",200000951,2016-10-30,"California Attorney General","HACK"
"Office of the Comptroller of the Currency",15,"Employer","GOV",10000,"District Of Columbia",200000947,2016-10-28,"Media","INSD"
"Beyond Yoga",17,"Payer (Insurer)","BSO",0,"California",200000950,2016-10-28,"California Attorney General","HACK"
"Anthem, Inc.",28,"Discharge Data","MED",3525,"Indiana",200002001,2016-10-26,"US Department of Health and Human Services","DISC"
"Cisco",17,"Payer (Insurer)","BSO",0,"California",200000949,2016-10-25,"California Attorney General","DISC"
"Silver Creek Fitness & Physical Therapy, Silver Creek Physical Therapy Gilroy, Silver Creek Physical Therapy Sunnyvale, Silver Creek Physical Therapy ",28,"Discharge Data","MED",8009,"California",200001999,2016-10-24,"US Department of Health and Human Services","DISC"
"Dr. Dennis T. Myers, D.D.S., P.A.",28,"Discharge Data","MED",3364,"Missouri",200002000,2016-10-24,"US Department of Health and Human Services","HACK"
"Silver Creek Fitness & Physical Therapy",18,"Physician, Hospital","MED",0,"California",200000948,2016-10-24,"California Attorney General","DISC"
"Dr. Dennis T. Myers, D.D.S, P.A.",23,"Public Health","MED",3364,"Missouri",200000952,2016-10-24,"Government Agency","HACK"
"Baystate Health, Inc.",28,"Discharge Data","MED",13112,"Massachusetts",200001996,2016-10-21,"US Department of Health and Human Services","HACK"
"Florida Hospital Medical Group",28,"Discharge Data","MED",6786,"Florida",200001997,2016-10-21,"US Department of Health and Human Services","PHYS"
"Singh and Arora Oncology Hematology, P.C.",28,"Discharge Data","MED",16000,"Michigan",200001998,2016-10-21,"US Department of Health and Human Services","HACK"
"City of Middletown",35,"Other Government","GOV",0,"New York",200000940,2016-10-21,"Media","HACK"
"FourSquare",17,"Payer (Insurer)","BSO",22535000,"California",200000934,2016-10-21,"Media","HACK"
"Dyn",17,"Payer (Insurer)","BSO",0,"New Hampshire",200000935,2016-10-21,"Krebs On Security","HACK"
"Great America PAC",18,"Physician, Hospital","BSO",336,"Virginia",200000936,2016-10-21,"Media","DISC"
"Florida Hospital Medical Group",18,"Physician, Hospital","MED",6000,"Florida",200000937,2016-10-21,"Media","PHYS"
"Baystate Health",18,"Physician, Hospital","MED",13000,"Massachusetts",200000939,2016-10-21,"Media","HACK"
"Baystate Health, Inc. ",23,"Public Health","MED",13112,"Massachusetts",200000942,2016-10-21,"Government Agency","HACK"
"You and Your Health Family Care, Inc.",28,"Discharge Data","MED",3000,"Florida",200001993,2016-10-20,"US Department of Health and Human Services","HACK"
"Harrisonburg OB GYN Associates, P.C.",28,"Discharge Data","MED",800,"Virginia",200001994,2016-10-20,"US Department of Health and Human Services","PHYS"
"The Finley Center",28,"Discharge Data","MED",3000,"Nevada",200001995,2016-10-20,"US Department of Health and Human Services","PHYS"
"Weebly",17,"Payer (Insurer)","BSO",43430300,"California",200000933,2016-10-20,"Media","HACK"
"Premium Beat",17,"Payer (Insurer)","BSO",0,"Quebec",200000941,2016-10-20,"California Attorney General","HACK"
"The Finley Center",23,"Public Health","MED",3000,"Nevada",200000953,2016-10-20,"Government Agency","PHYS"
"You and Your Health Family Care, Inc. ",23,"Public Health","MED",3000,"Florida",200000954,2016-10-20,"Government Agency","HACK"
"MGA Home Healthcare Colorado, Inc.",28,"Discharge Data","MED",3119,"Arizona",200001992,2016-10-19,"US Department of Health and Human Services","PHYS"
"Eastwood Company",15,"Employer","BSO",0,"Pennsylvania",200000932,2016-10-19,"California Attorney General","HACK"
"Four Star Drug of Bethany, Inc.",28,"Discharge Data","MED",647,"Nebraska",200001991,2016-10-18,"US Department of Health and Human Services","PHYS"
"Broadview Mortgage",6,"Life Insurance Company","BSF",0,"California",200000930,2016-10-17,"California Attorney General","HACK"
"Integrity Transitional Hospital",24,"Clinical Lab","MED",0,"Texas",200000924,2016-10-14,"California Attorney General","HACK"
"Peabody Retirement Community",28,"Discharge Data","MED",1466,"Indiana",200001988,2016-10-14,"Maryland Attorney General","HACK"
"Integrity Transitional Hospital",28,"Discharge Data","MED",29514,"Texas",200001989,2016-10-14,"US Department of Health and Human Services","HACK"
"Gibson Insurance Agency, Inc.",28,"Discharge Data","MED",7242,"Indiana",200001990,2016-10-14,"US Department of Health and Human Services","PHYS"
"Evony Gaming Company",17,"Payer (Insurer)","BSO",0,"Delaware",200000927,2016-10-14,"Media","HACK"
"Washington Department of Fish and Wildlife",17,"Payer (Insurer)","GOV",1700000,"Washington",200001038,2016-10-14,"Government Agency","HACK"
"Peabody Retirement Community",23,"Public Health","MED",1466,"Indiana",200000928,2016-10-14,"Government Agency","HACK"
"Gibson Insurance Agency, Inc. ",23,"Public Health","MED",7242,"Indiana",200000931,2016-10-14,"Government Agency","PORT"
"Mercy Hospital and Medical Center",28,"Discharge Data","MED",547,"Illinois",200001987,2016-10-13,"US Department of Health and Human Services","PHYS"
"Vera Bradley",17,"Payer (Insurer)","BSO",0,"Indiana",200000910,2016-10-12,"Security Breach Letter","HACK"
"Keck Medical Center of USC",18,"Physician, Hospital","MED",0,"California",200000906,2016-10-12,"California Attorney General","HACK"
"Bedford County Board of Education",23,"Public Health","MED",862,"Tennessee",200000943,2016-10-12,"Government Agency","DISC"
"Baxter Healthcare",28,"Discharge Data","MED",992,"Illinois",200001986,2016-10-10,"US Department of Health and Human Services","DISC"
"Seattle Indian Health Board",18,"Physician, Hospital","MED",0,"Washington",200000938,2016-10-08,"Media","HACK"
"Genesis Physical Therapy, Inc.",28,"Discharge Data","MED",2245,"California",200001983,2016-10-07,"US Department of Health and Human Services","DISC"
"Northwest Community Healthcare",28,"Discharge Data","MED",540,"Illinois",200001984,2016-10-07,"US Department of Health and Human Services","DISC"
"Warren Clinic",28,"Discharge Data","MED",2938,"Oklahoma",200001985,2016-10-07,"US Department of Health and Human Services","HACK"
"Warren Clinic",23,"Public Health","MED",2938,"Oklahoma",200000918,2016-10-07,"Government Agency","HACK"
"Northwest Community Healthcare",23,"Public Health","MED",540,"Illinois",200000919,2016-10-07,"Government Agency","DISC"
"Genesis Physical Therapy, Inc.",23,"Public Health","MED",2245,"California",200000944,2016-10-07,"Government Agency","DISC"
"The Seattle Indian Health Board",28,"Discharge Data","MED",793,"Washington",200001982,2016-10-06,"US Department of Health and Human Services","HACK"
"Baxter Regional Medical Center - Home Health Facility",28,"Discharge Data","MED",2124,"Arkansas",200001980,2016-10-05,"US Department of Health and Human Services","DISC"
"Napa Valley Dentistry",28,"Discharge Data","MED",4262,"California",200001981,2016-10-05,"US Department of Health and Human Services","PHYS"
"Qvale Auto Group, Inc. ",15,"Employer","BSO",0,"California",200000917,2016-10-05,"California Attorney General","DISC"
"Baxter Regional Medical Center- Home Health Facility",23,"Public Health","MED",2124,"Arkansas",200000920,2016-10-05,"Government Agency","DISC"
"Francisco Jaume, D.O.",28,"Discharge Data","MED",14236,"Arizona",200001978,2016-10-04,"US Department of Health and Human Services","HACK"
"Apria Healthcare",28,"Discharge Data","MED",1987,"California",200001979,2016-10-04,"US Department of Health and Human Services","DISC"
"Apria Healthcare",23,"Public Health","MED",1987,"California",200000921,2016-10-04,"California Attorney General","DISC"
"Juame Francisco D.O. ",23,"Public Health","MED",14236,"Arizona",200000922,2016-10-04,"Government Agency","HACK"
"Rainbow Children's Clinic",28,"Discharge Data","MED",33698,"Texas",200001977,2016-10-03,"US Department of Health and Human Services","HACK"
"Rainbow Children's Clinic",23,"Public Health","MED",33698,"Texas",200000929,2016-10-03,"Government Agency","HACK"
"Urgent Care Clinic of Oxford",28,"Discharge Data","MED",64000,"Mississippi",200001975,2016-09-30,"US Department of Health and Human Services","HACK"
"University of Wisconsin Hospitals and Clinics",23,"Public Health","MED",6923,"Wisconsin",200000923,2016-09-30,"Government Agency","DISC"
"Urgent Care Clinic of Oxford",23,"Public Health","MED",64000,"Mississippi",200000945,2016-09-30,"Government Agency","HACK"
"University of Wisconsin Hospitals and Clinics Authority",29,"Researcher","MED",6923,"Wisconsin",200001976,2016-09-30,"US Department of Health and Human Services","DISC"
"San Juan Oncology Associates",28,"Discharge Data","MED",500,"New Mexico",200001973,2016-09-29,"US Department of Health and Human Services","HACK"
"Fred's Stores of Tennessee, Incorporated",28,"Discharge Data","MED",9624,"Tennessee",200001974,2016-09-29,"US Department of Health and Human Services","PHYS"
"City of Vallejo",35,"Other Government","GOV",0,"California",200000915,2016-09-29,"California Attorney General","UNKN"
"Fred's Stores of Tennessee",23,"Public Health","MED",9624,"Tennessee",200000946,2016-09-29,"Government Agency","PORT"
"San Juan Oncology Associates",23,"Public Health","MED",500,"New Mexico",200000955,2016-09-29,"Government Agency","HACK"
"Thomasville Eye Center",28,"Discharge Data","MED",10891,"Georgia",200001972,2016-09-28,"US Department of Health and Human Services","DISC"
"Thomasville Eye Center",23,"Public Health","MED",10981,"Georgia",200000956,2016-09-28,"Government Agency","DISC"
"Marin Healthcare District",28,"Discharge Data","MED",2292,"California",200001971,2016-09-27,"US Department of Health and Human Services","HACK"
"Marin Healthcare District",23,"Public Health","MED",2292,"California",200000958,2016-09-27,"Government Agency","HACK"
"Prima Medical Foundation ",28,"Discharge Data","MED",2933,"California",200001970,2016-09-26,"US Department of Health and Human Services","HACK"
"Novation Settlement Solutions",15,"Employer","BSO",0,"Florida",200000914,2016-09-26,"California Attorney General","HACK"
"Yale-New Haven Hospital",18,"Physician, Hospital","MED",20,"Connecticut",200000901,2016-09-26,"Media","INSD"
"Prima Medical Foundation",23,"Public Health","MED",2933,"California",200000957,2016-09-26,"Government Agency","HACK"
"Jennie Stuart Medical Center",28,"Discharge Data","MED",1500,"Kentucky",200001966,2016-09-23,"US Department of Health and Human Services","HACK"
"Hal Meadows, M.D.",28,"Discharge Data","MED",6000,"California",200001967,2016-09-23,"US Department of Health and Human Services","HACK"
"Central Ohio Urology Group, Inc.",28,"Discharge Data","MED",3e+05,"Ohio",200001968,2016-09-23,"US Department of Health and Human Services","HACK"
"Group Health",28,"Discharge Data","MED",668,"Washington",200001969,2016-09-23,"US Department of Health and Human Services","DISC"
"Dr. Hal Meadows",18,"Physician, Hospital","MED",0,"California",200000912,2016-09-23,"California Attorney General","HACK"
"Jive Software/Producteev",18,"Physician, Hospital","BSO",0,"California",200000913,2016-09-23,"California Attorney General","HACK"
"Group Health",23,"Public Health","MED",668,"Washington",200000959,2016-09-23,"Government Agency","DISC"
"Jennie Stuart Medical Center",23,"Public Health","MED",1500,"Kentucky",200000960,2016-09-23,"Government Agency","HACK"
"Napa Valley Dentistry",46,"Dental and Vision","MED",0,"California",200000907,2016-09-22,"California Attorney General","PHYS"
"New Jersey Spine Center",28,"Discharge Data","MED",28000,"New Jersey",200001965,2016-09-22,"US Department of Health and Human Services","HACK"
"Premier America Credit Union",6,"Life Insurance Company","BSF",0,"California",200000911,2016-09-22,"California Attorney General","INSD"
"Yahoo",17,"Payer (Insurer)","BSO",5e+08,"California",200000900,2016-09-22,"Media","HACK"
"New Jersey Spine Center",23,"Public Health","MED",28000,"New Jersey",200000961,2016-09-22,"Government Agency","HACK"
"McLaren Greater Lansing Cardiovascular Group",28,"Discharge Data","MED",1000,"Michigan",200001963,2016-09-21,"US Department of Health and Human Services","DISC"
"USC Keck and Norris Hospitals",28,"Discharge Data","MED",16000,"California",200001964,2016-09-21,"US Department of Health and Human Services","HACK"
"Zazzle Inc.",17,"Payer (Insurer)","BSO",0,"California",200000909,2016-09-21,"California Attorney General","HACK"
"Stallcup & Associates, CPAs",18,"Physician, Hospital","BSF",0,"California",200000908,2016-09-21,"California Attorney General","HACK"
"McLaren Greater Lansing Cardiovascular Group",23,"Public Health","MED",1000,"Michigan",200000962,2016-09-21,"Government Agency","DISC"
"Ventura County Health Care Agency",28,"Discharge Data","MED",777,"California",200001962,2016-09-20,"US Department of Health and Human Services","DISC"
"Ventura County Health Care Agency",23,"Public Health","MED",777,"California",200000963,2016-09-20,"Government Agency","DISC"
"KidsPeace",28,"Discharge Data","MED",1456,"Pennsylvania",200001961,2016-09-19,"US Department of Health and Human Services","PHYS"
"Active Outdoors",15,"Employer","BSO",0,"Texas",200000903,2016-09-19,"California Attorney General","HACK"
"Ursus Holdings, LLC",15,"Employer","BSO",0,"Texas",200000905,2016-09-19,"California Attorney General","HACK"
"Ascensus, Inc. ",6,"Life Insurance Company","BSF",0,"Pennsylvania",200000904,2016-09-19,"California Attorney General","DISC"
"Cicis Restaurants",17,"Payer (Insurer)","BSO",0,"Texas",200000897,2016-09-19,"Media","HACK"
"KidsPeace",23,"Public Health","MED",1456,"Pennsylvania",200000964,2016-09-19,"Government Agency","PHYS"
"Lulu's Fashion Lounge, Inc. ",17,"Payer (Insurer)","BSO",0,"California",200000902,2016-09-16,"California Attorney General","HACK"
"CHI Franciscan Health St. Clare Hospital and St. Joseph Medical Center",18,"Physician, Hospital","MED",2818,"Washington",200001960,2016-09-16,"US Department of Health and Human Services","DISC"
"Heritage Medical Partners, LLC",28,"Discharge Data","MED",812,"South Carolina",200001959,2016-09-15,"US Department of Health and Human Services","DISC"
"Heritage Medical Partners, LLC",23,"Public Health","MED",812,"South Carolina",200000965,2016-09-15,"Government Agency","DISC"
"ClixSense",15,"Employer","BSO",6600000,"North Carolina",200000891,2016-09-14,"Media","HACK"
"King of Prussia Dental Associates",28,"Discharge Data","MED",16228,"Pennsylvania",200001958,2016-09-13,"US Department of Health and Human Services","HACK"
"The World Anti-Doping Agency (WADA)",22,"Law Firms","BSO",4,"Quebec",200000894,2016-09-13,"Media","HACK"
"King of Prussia Dental Associates",23,"Public Health","MED",16228,"Pennsylvania",200000966,2016-09-13,"Government Agency","HACK"
"New York State Psychiatric Institute",51,"Social Services","MED",22000,"New York",200000893,2016-09-13,"Media","HACK"
"Codman Square Health Center ",28,"Discharge Data","MED",3840,"Massachusetts",200001956,2016-09-12,"US Department of Health and Human Services","DISC"
"Pratap S. Kurra, M.D.",28,"Discharge Data","MED",2029,"California",200001957,2016-09-12,"US Department of Health and Human Services","PHYS"
"Pratap S. Kurra, M.D",23,"Public Health","MED",2029,"California",200000967,2016-09-12,"Government Agency","PHYS"
"University Gastroenterology",29,"Researcher","MED",0,"Rhode Island",200000881,2016-09-12,"Vermont Attorney General","HACK"
"Wheeler, Egger, CPA's LLP",6,"Life Insurance Company","BSF",45,"California",200000884,2016-09-11,"California Attorney General","HACK"
"Pratap S. Kurra, M.D.",18,"Physician, Hospital","MED",0,"California",200000883,2016-09-11,"California Attorney General","PHYS"
"Yuba Sutter Medical Center",18,"Physician, Hospital","MED",0,"California",200000886,2016-09-11,"California Attorney General","HACK"
"Public Education Employees' Health Insurance Plan",28,"Discharge Data","MED",1349,"Alabama",200001952,2016-09-09,"US Department of Health and Human Services","DISC"
"Martin Army Community Hospital",28,"Discharge Data","MED",1000,"Georgia",200001953,2016-09-09,"US Department of Health and Human Services","PHYS"
"Asante",28,"Discharge Data","MED",2400,"Oregon",200001954,2016-09-09,"US Department of Health and Human Services","DISC"
"U.S. HealthWorks",28,"Discharge Data","MED",1400,"California",200001955,2016-09-09,"US Department of Health and Human Services","PHYS"
"Rebecca Minkoff",18,"Physician, Hospital","BSO",0,"New York",200000882,2016-09-09,"California Attorney General","HACK"
"U.S HealthWorks",23,"Public Health","MED",1400,"California",200000895,2016-09-09,"Government Agency","PORT"
"Asante",23,"Public Health","MED",2400,"Oregon",200000898,2016-09-09,"Government Agency","DISC"
"Martin Army Community Hospital",23,"Public Health","MED",1000,"Georgia",200000899,2016-09-09,"Government Agency","PHYS"
"Public Education Employees' Health Insurance Plan",23,"Public Health","MED",1349,"Alabama",200000968,2016-09-09,"Government Agency","DISC"
"Man Alive, Inc. and Lane Treatment Center, LLC",28,"Discharge Data","MED",860,"Maryland",200001951,2016-09-08,"US Department of Health and Human Services","HACK"
"Fuzzy's Taco ShopAbi",17,"Payer (Insurer)","BSO",2000,"Texas",200000880,2016-09-08,"Media","HACK"
"Man Alive, Inc.and Lane Treatment Center, LLC",23,"Public Health","MED",860,"Maryland",200000969,2016-09-08,"Government Agency","HACK"
"University Gastroenterology, Inc.",29,"Researcher","MED",15478,"Rhode Island",200001950,2016-09-08,"US Department of Health and Human Services","HACK"
"Geisinger Health Plan",28,"Discharge Data","MED",2814,"Pennsylvania",200001948,2016-09-07,"US Department of Health and Human Services","DISC"
"Decatur Health Systems ",28,"Discharge Data","MED",707,"Kansas",200001949,2016-09-07,"US Department of Health and Human Services","PHYS"
"Brazzers.com",17,"Payer (Insurer)","BSO",8e+05,"Quebec",200000870,2016-09-06,"Media","HACK"
"Ocean Acquisitions, Inc. ",18,"Physician, Hospital","BSO",659,"Connecticut",200000769,2016-09-06,"Databreaches.net","PHYS"
"Hutton Hotel",17,"Payer (Insurer)","BSO",0,"Tennessee",200000869,2016-09-05,"Media","HACK"
"Burrell Behavioral Health",28,"Discharge Data","MED",7748,"Missouri",200001946,2016-09-02,"US Department of Health and Human Services","DISC"
"Medical College of Wisconsin",28,"Discharge Data","MED",3179,"Wisconsin",200001947,2016-09-02,"US Department of Health and Human Services","HACK"
"Noble House Hotels and Resorts (Noble House)",17,"Payer (Insurer)","BSO",0,"Washington",200000871,2016-09-02,"California Attorney General","HACK"
"Medical College of Wisconsin",23,"Public Health","MED",3179,"Wisconsin",200000896,2016-09-02,"Government Agency","HACK"
"Santa Cruz County Health Services Agency",23,"Public Health","MED",25000,"California",200000970,2016-09-02,"Government Agency","DISC"
"Santa Cruz County Health Services Agency",23,"Public Health","MED",25000,"California",200001945,2016-09-02,"US Department of Health and Human Services","DISC"
"M Holdings Securities, Inc. ",6,"Life Insurance Company","BSF",0,"Oregon",200000862,2016-09-01,"Maryland Attorney General","PORT"
"New York State Psychiatric Institute",23,"Public Health","GOV",21880,"New York",200000892,2016-09-01,"Media","HACK"
"CHI Franciscan Healthcare Highline Medical Center",29,"Researcher","MED",18399,"Washington",200001944,2016-09-01,"US Department of Health and Human Services","DISC"
"Artarama N.C. Inc. ",49,"Debt Collection","BSO",0,"North Carolina",200000861,2016-08-31,"California Attorney General","HACK"
"Willow Bend Dental",46,"Dental and Vision","MED",625,"Texas",200001943,2016-08-31,"US Department of Health and Human Services","PHYS"
"Center for Neurosurgical & Spine Disorders, LLC",28,"Discharge Data","MED",824,"Louisiana",200001942,2016-08-31,"US Department of Health and Human Services","HACK"
"Willow Bend Dental",23,"Public Health","MED",625,"Texas",200000971,2016-08-31,"Government Agency","PHYS"
"County of Los Angeles",28,"Discharge Data","MED",743,"California",200001941,2016-08-30,"US Department of Health and Human Services","PHYS"
"Illinois Board of Elections",17,"Payer (Insurer)","GOV",2e+05,"Illinois",200000867,2016-08-30,"","HACK"
"Arizona State Board of Elections",23,"Public Health","GOV",0,"Arizona",200000868,2016-08-30,"Media","HACK"
"Howard R. Jarvis, D.M.D., L.L.C. dba Southwest Portland Dental",23,"Public Health","MED",1980,"Oregon",200000972,2016-08-30,"Government Agency","HACK"
"County of Los Angeles",23,"Public Health","MED",743,"California",200000973,2016-08-30,"Government Agency","PHYS"
"Langston Hughes Young Explorers Academy",52,"Education","EDU",0,"New York",200000859,2016-08-29,"Media","PHYS"
"Planned Parenthood of Greater Washington and North Idaho",28,"Discharge Data","MED",10700,"Washington",200001940,2016-08-26,"US Department of Health and Human Services","DISC"
"County of Sacramento",15,"Employer","GOV",0,"California",200000854,2016-08-26,"California Attorney General","DISC"
"Toyota Motor Corporation",15,"Employer","BSO",0,"Texas",200000855,2016-08-26,"California Attorney General","DISC"
"Infowars/ Prison Planet TV",17,"Payer (Insurer)","BSO",50000,"Texas",200000860,2016-08-26,"Media","HACK"
"Planned Parenthood of Greater Washington and North Idaho",23,"Public Health","MED",10700,"Washington",200000974,2016-08-26,"Government Agency","DISC"
"Idaho Department of Fish and Game",51,"Social Services","GOV",0,"Idaho",200001040,2016-08-26,"Government Agency","HACK"
"Kentucky Department of Fish and Wildlife",35,"Other Government","GOV",0,"Kentucky",200001039,2016-08-25,"Media","HACK"
"Summit Medical Group, Inc. dba St. Elizabeth Physicians ",28,"Discharge Data","MED",674,"Kentucky",200001939,2016-08-23,"US Department of Health and Human Services","DISC"
"Epic Games Forums",18,"Physician, Hospital","BSO",808000,"North Carolina",200000851,2016-08-23,"Media","HACK"
"Summit Medical Group, In. dba St. Elizabeth Physicians",23,"Public Health","MED",674,"Kentucky",200000975,2016-08-23,"Government Agency","DISC"
"SCAN Health Plan",28,"Discharge Data","MED",87069,"California",200001937,2016-08-22,"US Department of Health and Human Services","DISC"
"Schwan's Home Service, Inc. ",17,"Payer (Insurer)","BSO",0,"Minnesota",200000852,2016-08-22,"California Attorney General","HACK"
"SCAN Health Plan",17,"Payer (Insurer)","MED",0,"California",200000853,2016-08-22,"Security Breach Letter","HACK"
"Orleans Medical Clinic",28,"Discharge Data","MED",6890,"Indiana",200001935,2016-08-19,"US Department of Health and Human Services","HACK"
"The Outer Banks Hospital",28,"Discharge Data","MED",1000,"North Carolina",200001936,2016-08-19,"US Department of Health and Human Services","PHYS"
"Eddie Bauer",17,"Payer (Insurer)","BSO",0,"Washington",200000848,2016-08-19,"Media","HACK"
"Orleans Medical Clinic",23,"Public Health","MED",6890,"Massachusetts",200000856,2016-08-19,"Government Agency","HACK"
"Village of Oak Park, Illinois",28,"Discharge Data","MED",688,"Illinois",200001934,2016-08-18,"US Department of Health and Human Services","DISC"
"Village of Oak Park",23,"Public Health","MED",688,"Illinois",200000976,2016-08-18,"Government Agency","HACK"
"Phoenix Dental Care",28,"Discharge Data","MED",500,"Tennessee",200001932,2016-08-15,"US Department of Health and Human Services","PHYS"
"New York State Office of Mental Health",28,"Discharge Data","MED",21880,"New York",200001933,2016-08-15,"US Department of Health and Human Services","HACK"
"HEI Hotels & Resorts",17,"Payer (Insurer)","BSO",0,"Connecticut",200000845,2016-08-15,"Media","HACK"
"Phoenix Dental Care",23,"Public Health","MED",500,"Tennessee",200000857,2016-08-15,"Government Agency","PHYS"
"New York State Office of Mental Health",23,"Public Health","MED",21880,"New York",200000977,2016-08-15,"Government Agency","HACK"
"John E. Gonzalez DDS",28,"Discharge Data","MED",1025,"California",200001931,2016-08-14,"US Department of Health and Human Services","PHYS"
"John E. Gonzalez DDS",18,"Physician, Hospital","MED",0,"California",200000846,2016-08-14,"California Attorney General","PORT"
"Valley Anesthesiology Consultants, Inc. d/b/a Valley Anesthesiology and Pain Consultants",28,"Discharge Data","MED",882590,"Arizona",200001929,2016-08-12,"US Department of Health and Human Services","HACK"
"Bon Secours Health System Incorporated",28,"Discharge Data","MED",651971,"Maryland",200001930,2016-08-12,"US Department of Health and Human Services","DISC"
"Valley Anesthesiology & Pain Consultants",18,"Physician, Hospital","MED",0,"Arizona",200000839,2016-08-12,"California Attorney General","HACK"
"PAX Labs, Inc. ",18,"Physician, Hospital","BSO",6000,"California",200000850,2016-08-12,"California Attorney General","HACK"
"Rotech Healthcare Inc.",28,"Discharge Data","MED",957,"Florida",200001928,2016-08-11,"US Department of Health and Human Services","DISC"
"Prosthetic & Orthotic Care, Inc.",18,"Physician, Hospital","MED",23015,"Missouri",200000841,2016-08-11,"Media","HACK"
"Autism Home Support Services",28,"Discharge Data","MED",533,"Illinois",200001926,2016-08-10,"US Department of Health and Human Services","DISC"
"Cardiology Associates",28,"Discharge Data","MED",907,"Maryland",200001927,2016-08-10,"US Department of Health and Human Services","DISC"
"NLU Products, LLC",17,"Payer (Insurer)","BSO",0,"Utah",200000849,2016-08-10,"California Attorney General","HACK"
"Professional Dermatology Care, P.C.",28,"Discharge Data","MED",13237,"Virginia",200001924,2016-08-09,"US Department of Health and Human Services","HACK"
"Newkirk Products, Inc.",28,"Discharge Data","MED",3466120,"New York",200001925,2016-08-09,"US Department of Health and Human Services","HACK"
"Brian D. Halevie-Goldman, M.D. ",18,"Physician, Hospital","MED",2000,"California",200000837,2016-08-09,"California Attorney General","PORT"
"Professional Dermatology Care, P.C. ",23,"Public Health","MED",13237,"Virginia",200000840,2016-08-09,"Government Agency","HACK"
"7-Eleven, Inc.",15,"Employer","BSO",7820,"Texas",200000836,2016-08-08,"California Attorney General","DISC"
"Oracle's MICROS Point-of-Sale",17,"Payer (Insurer)","BSO",0,"California",200000834,2016-08-08,"Krebs On Security","HACK"
"Newkirk Products Inc.",17,"Payer (Insurer)","BSF",0,"New York",200000835,2016-08-08,"Media","HACK"
"Prosthetic & Orthotic Care, Inc.",28,"Discharge Data","MED",23015,"Missouri",200001923,2016-08-07,"US Department of Health and Human Services","HACK"
"Center for Minimmally Invasive Bariatric and General Surgery",28,"Discharge Data","MED",992,"Pennsylvania",200001922,2016-08-05,"US Department of Health and Human Services","DISC"
"Marin Medical Practice Concepts",18,"Physician, Hospital","MED",0,"California",200000925,2016-08-05,"Media","HACK"
"Center for Minimally Invasive Bariatric and General Surgery",23,"Public Health","MED",992,"Pennsylvania",200000842,2016-08-05,"Government Agency","DISC"
"U.S. Department of Health and Human Services",23,"Public Health","GOV",5e+06,"District Of Columbia",200001041,2016-08-05,"Media","PORT"
"The Carle Foundation",28,"Discharge Data","MED",1185,"Illinois",200001921,2016-08-04,"US Department of Health and Human Services","DISC"
"The Carle Foundation",23,"Public Health","MED",1185,"Illinois",200000858,2016-08-04,"Government Agency","DISC"
"Yuba Sutter Medical Center",18,"Physician, Hospital","MED",0,"California",200000885,2016-08-03,"California Attorney General","HACK"
"Disney Consumer Products and Interactive Media",17,"Payer (Insurer)","BSO",365000,"California",200000820,2016-07-30,"Media","HACK"
"Athens Orthopedic Clinic, P.A.",28,"Discharge Data","MED",201000,"Georgia",200001919,2016-07-29,"US Department of Health and Human Services","DISC"
"Jefferson Medical Associates, P.A.",28,"Discharge Data","MED",10401,"Mississippi",200001920,2016-07-29,"US Department of Health and Human Services","HACK"
"Hillary Clinton Political Campaign",15,"Employer","BSO",0,"District Of Columbia",200000819,2016-07-29,"Media","HACK"
"Jefferson Medical Associates, P.A.",29,"Researcher","MED",10401,"Missouri",200000843,2016-07-29,"Media","HACK"
"Athletes' Performance Los Angeles, LLC",28,"Discharge Data","MED",854,"Arizona",200001918,2016-07-28,"US Department of Health and Human Services","PHYS"
"Cardon Outreach",18,"Physician, Hospital","MED",22,"Texas",200000815,2016-07-27,"Media","INSD"
"Select Pain & Spine Dr. Christopher T. Sloan, D.P.M.",18,"Physician, Hospital","MED",48000,"Missouri",200000821,2016-07-27,"Media","HACK"
"Midwest Orthopedic Pain and Spine",28,"Discharge Data","MED",29153,"Missouri",200001917,2016-07-26,"US Department of Health and Human Services","HACK"
"Harrison Municipality",35,"Other Government","GOV",0,"New Jersey",200000817,2016-07-26,"Media","HACK"
"Kimpton Hotels",17,"Payer (Insurer)","BSO",0,"California",200000814,2016-07-26,"Krebs On Security","HACK"
"Midwest Orthopedic Group",18,"Physician, Hospital","MED",29153,"Missouri",200000822,2016-07-26,"Media","HACK"
"American Family Care, Inc.",28,"Discharge Data","MED",7200,"Alabama",200001915,2016-07-25,"US Department of Health and Human Services","DISC"
"StarCare Speciality Health System",28,"Discharge Data","MED",2844,"Texas",200001916,2016-07-25,"US Department of Health and Human Services","PHYS"
"StarCare Specialty Health System",23,"Public Health","MED",2844,"Texas",200000844,2016-07-25,"Government Agency","PORT"
"Ambucor Health Solutions, an unincorporated division of The ScottCare Corporation",28,"Discharge Data","MED",1679,"Delaware",200001913,2016-07-22,"US Department of Health and Human Services","DISC"
"Caring for Women, PA",28,"Discharge Data","MED",697,"Texas",200001914,2016-07-22,"US Department of Health and Human Services","DISC"
"Elex (mobile game Clash of Kings)",17,"Payer (Insurer)","BSO",1600000,"Beijing",200000818,2016-07-22,"Media","HACK"
"Sunbury Plaza Dental",28,"Discharge Data","MED",7784,"Ohio",200001912,2016-07-21,"US Department of Health and Human Services","PHYS"
